pre_z,pre_y,pre_x,post_z,post_y,post_x
3160.0,4855.78,4583.05,3160.0,4912.84,4702.22
2680.0,4491.12,3651.84,2640.0,4479.22,3515.24
3160.0,3298.6,2622.52,3160.0,3184.2,2501.45
4480.0,2993.01,3730.08,4520.0,2917.59,3614.2
2640.0,2577.0,3118.47,2640.0,2449.95,3056.03
2680.0,4015.1,3825.86,2640.0,4000.27,3681.03
4520.0,3106.36,3693.52,4520.0,3051.94,3558.22
3280.0,2622.66,3183.05,3280.0,2775.69,3132.3
3920.0,3383.97,4094.21,3880.0,3366.3,3959.38
4520.0,2524.52,4766.06,4520.0,2658.44,4847.56
3960.0,2769.63,3567.89,3960.0,2867.53,3460.14
2720.0,2292.86,4762.88,2720.0,2169.38,4824.96
3960.0,3481.31,4064.32,3920.0,3537.42,3929.75
2760.0,4368.42,3631.27,2720.0,4345.62,3535.05
4520.0,2560.07,4444.25,4520.0,2739.29,4403.34
2720.0,2298.74,4646.06,2720.0,2112.25,4611.01
3960.0,2832.55,3730.72,4000.0,3025.99,3714.74
2760.0,4496.78,3609.26,2760.0,4545.76,3477.9
3160.0,2579.62,3327.08,3160.0,2756.98,3364.31
5000.0,4811.68,4098.97,4960.0,4906.5,4239.62
2680.0,2325.51,2885.57,2720.0,2337.2,3004.34
4600.0,5090.77,5055.24,4560.0,4971.22,5000.4
2800.0,2429.07,4785.43,2880.0,2349.43,4736.39
4120.0,3282.94,2293.18,4120.0,3156.16,2329.56
2800.0,4024.03,3770.9,2800.0,3957.62,3665.5
2080.0,2521.77,2711.74,2160.0,2444.56,2761.0
3040.0,2373.04,4662.48,2960.0,2395.13,4765.08
4040.0,2702.26,3475.47,4080.0,2793.95,3397.78
4120.0,3282.11,2181.71,4080.0,3149.81,2138.99
2800.0,4127.67,3744.13,2760.0,4146.23,3625.84
3960.0,2616.43,4479.87,3960.0,2483.44,4448.64
4040.0,2728.41,3626.88,4080.0,2849.97,3633.64
2560.0,3309.66,3438.4,2560.0,3487.32,3442.27
4120.0,3328.6,2327.8,4080.0,3295.12,2416.47
3400.0,2654.81,3254.72,3400.0,2795.2,3267.89
4200.0,2600.48,3649.75,4200.0,2740.02,3689.94
2880.0,4461.17,3596.73,2880.0,4449.41,3477.95
4600.0,2551.92,4836.12,4600.0,2715.58,4888.47
2840.0,3653.28,3408.61,2760.0,3729.8,3371.13
4080.0,2622.03,4502.86,4080.0,2492.92,4491.73
4600.0,3025.55,4732.4,4600.0,2884.21,4774.03
4600.0,2587.14,4661.95,4600.0,2725.3,4679.73
2840.0,3597.13,3314.2,2760.0,3628.26,3263.12
4000.0,2664.44,4431.04,4040.0,2528.43,4339.6
4160.0,3218.38,2214.86,4200.0,3069.29,2224.2
4680.0,2592.05,4629.45,4680.0,2791.0,4689.39
3360.0,2658.86,3125.91,3400.0,2754.31,3060.19
2240.0,3270.71,3138.96,2240.0,3110.7,3202.73
2080.0,3524.16,3529.59,2080.0,3427.28,3421.42
2120.0,3478.52,3637.05,2120.0,3359.33,3550.8
2880.0,3740.91,3077.5,2800.0,3812.43,3074.64
2840.0,3621.31,3117.3,2760.0,3664.8,3119.91
2840.0,3550.44,3019.29,2720.0,3535.39,3014.78
2840.0,3589.51,3151.65,2720.0,3546.99,3153.24
2680.0,4514.3,3716.1,2600.0,4520.98,3634.07
2840.0,3670.94,3274.5,2760.0,3800.21,3257.1
2840.0,3697.99,3493.75,2760.0,3740.46,3491.61
2760.0,4407.05,3605.71,2760.0,4425.66,3456.42
2720.0,4328.65,3720.74,2680.0,4249.76,3637.84
2680.0,3948.55,3833.22,2600.0,3932.04,3719.22
2640.0,4032.72,3846.5,2560.0,3993.76,3862.94
2760.0,4072.48,3769.11,2720.0,4054.81,3653.97
2840.0,4087.96,3749.78,2880.0,4069.29,3617.54
2640.0,4480.12,3789.2,2520.0,4423.28,3790.49
2680.0,4603.48,3700.07,2640.0,4672.3,3630.79
2920.0,4849.87,4659.58,2880.0,4884.47,4786.35
2920.0,4890.3,4618.87,2880.0,5018.24,4678.63
3440.0,2672.61,3134.99,3520.0,2760.07,3060.64
3280.0,2621.73,3301.15,3280.0,2781.28,3304.44
3200.0,3281.23,2712.14,3240.0,3155.07,2690.23
3160.0,2589.63,3239.41,3160.0,2758.32,3213.16
3080.0,3288.88,2742.84,3040.0,3158.6,2733.96
3200.0,3266.78,3023.88,3200.0,3158.47,3065.79
2720.0,2153.57,2644.73,2840.0,2119.14,2618.48
2040.0,2956.14,2993.7,2040.0,2993.89,3140.14
1920.0,3540.37,3492.58,1920.0,3404.39,3444.86
2040.0,3636.77,3437.68,2080.0,3568.01,3332.48
1960.0,3577.56,3457.27,2000.0,3489.66,3374.78
2200.0,3116.31,2886.57,2280.0,3039.32,2933.89
2120.0,2603.82,2696.82,2200.0,2586.44,2726.92
2040.0,2893.82,2947.4,2120.0,2881.5,3058.72
2640.0,2695.83,2990.31,2640.0,2603.15,2913.3
2640.0,2649.35,3034.7,2520.0,2608.57,3000.61
2560.0,2862.32,2970.24,2480.0,2760.0,2953.19
2040.0,2493.13,2832.84,2040.0,2603.73,2966.49
2600.0,2881.74,2892.01,2560.0,2757.5,2791.65
2640.0,2100.98,2822.16,2640.0,2017.51,2921.99
2120.0,3574.48,3534.39,2200.0,3539.35,3472.5
2040.0,2756.97,2987.01,2080.0,2721.46,3093.48
2720.0,2323.61,2737.81,2840.0,2318.34,2782.0
2680.0,2220.54,2838.24,2720.0,2163.51,2987.06
2680.0,2139.18,2760.55,2760.0,2070.87,2807.36
2640.0,2681.4,2094.26,2640.0,2842.23,2091.56
2760.0,2742.62,2142.93,2800.0,2890.79,2151.33
2680.0,2078.17,3395.64,2640.0,1985.03,3483.47
4960.0,2710.86,3912.74,4960.0,2832.72,3870.49
4960.0,2672.47,3834.85,4960.0,2781.03,3761.08
4960.0,2771.36,3987.0,4960.0,2850.54,3955.19
4560.0,2595.21,4559.25,4560.0,2732.57,4545.0
4480.0,2500.97,4695.76,4440.0,2603.12,4722.23
4440.0,2482.66,4537.48,4400.0,2619.39,4563.09
4280.0,2815.8,4473.82,4360.0,2730.6,4547.12
4760.0,3008.84,4747.4,4760.0,2871.09,4769.39
4760.0,2644.98,3874.12,4760.0,2691.55,3746.43
4320.0,2856.61,4406.1,4400.0,2876.15,4406.96
4080.0,2082.9,5065.93,4040.0,2177.22,5025.92
4440.0,2508.77,4471.92,4440.0,2624.82,4450.42
4360.0,3362.64,2983.21,4480.0,3381.45,2916.52
3960.0,5050.05,2035.05,3920.0,5084.18,2165.8
2560.0,3291.21,3245.42,2600.0,3433.34,3111.55
2600.0,2984.97,2831.85,2520.0,2935.39,2674.84
2560.0,2920.22,2881.9,2480.0,2880.9,2808.75
2320.0,2998.49,3303.23,2320.0,2960.06,3135.8
2240.0,3255.26,3019.94,2280.0,3160.54,3029.24
4120.0,2990.37,3344.19,4120.0,2911.91,3479.5
4120.0,2941.11,3282.27,4120.0,2821.64,3331.71
4280.0,2989.35,3120.72,4320.0,2881.61,3077.97
4000.0,2932.76,3250.55,3960.0,2820.25,3272.95
4280.0,3063.82,3318.77,4320.0,2987.25,3457.51
4440.0,3111.54,3682.17,4440.0,3107.24,3538.52
4440.0,2965.1,3715.41,4440.0,2901.85,3606.15
4600.0,3097.83,3732.04,4720.0,3109.6,3742.22
4120.0,2984.87,2910.58,4160.0,2912.5,2797.33
4000.0,2923.41,3146.76,4000.0,2815.3,3086.77
4080.0,2919.36,3029.29,4080.0,2806.03,2969.99
4160.0,2987.81,3002.26,4200.0,2878.77,2926.82
4120.0,2931.37,3175.87,4120.0,2829.99,3148.34
3920.0,2844.36,3666.96,3920.0,2977.53,3559.01
4160.0,2960.29,3176.22,4240.0,2816.01,3185.84
3080.0,2814.56,4620.08,3040.0,2889.87,4683.21
3440.0,3453.87,4252.27,3560.0,3467.74,4316.13
3080.0,2414.31,4717.09,3080.0,2394.57,4871.51
2760.0,2382.85,4842.0,2840.0,2313.55,4868.16
2280.0,3334.96,3126.1,2320.0,3270.39,3178.03
4080.0,3304.31,2239.59,4000.0,3249.58,2328.14
4360.0,3290.21,2942.85,4400.0,3201.0,2879.86
4240.0,3354.86,2783.38,4280.0,3371.04,2652.97
4080.0,3329.75,2151.56,4000.0,3276.97,2122.89
4320.0,3282.97,2848.65,4360.0,3244.32,2755.51
3160.0,2812.17,4686.87,3160.0,2923.84,4813.16
4320.0,3413.74,2912.27,4400.0,3494.35,2851.44
3160.0,2617.75,4749.34,3160.0,2629.91,4872.79
4360.0,3421.63,3100.17,4480.0,3449.65,3154.63
4360.0,3431.66,3024.03,4440.0,3517.84,2996.1
4400.0,3368.98,3024.47,4520.0,3411.2,3008.15
3960.0,2601.54,4560.12,3920.0,2488.5,4605.61
3960.0,2667.43,4409.44,3960.0,2585.95,4314.32
4120.0,3519.28,2763.94,4120.0,3566.75,2629.99
3920.0,2631.7,4510.45,3840.0,2544.94,4443.01
4080.0,3571.81,2809.69,4040.0,3663.97,2694.73
4360.0,3340.48,2902.56,4440.0,3354.3,2800.71
2640.0,2732.13,2240.66,2600.0,2866.29,2258.85
3440.0,4111.38,2903.24,3560.0,4131.75,2828.08
3360.0,4130.82,2804.73,3360.0,4185.2,2652.16
4080.0,3369.54,2251.23,4000.0,3384.22,2313.23
4120.0,3399.03,2637.7,4120.0,3402.2,2498.37
2600.0,2720.33,3089.33,2520.0,2649.01,3125.73
2560.0,3027.04,2875.7,2520.0,3120.93,2749.03
2840.0,5106.77,2494.57,2800.0,5192.41,2574.67
3040.0,5113.65,2570.66,3040.0,5176.38,2679.72
3080.0,5063.28,2571.21,3200.0,5065.2,2645.86
3120.0,4278.99,2173.7,3160.0,4172.17,2207.05
3160.0,4345.42,2149.57,3200.0,4252.68,2186.65
3160.0,4429.38,2092.69,3240.0,4346.47,2052.98
3160.0,4446.93,2165.29,3240.0,4384.33,2216.0
3120.0,4322.23,2100.48,3160.0,4182.85,2053.03
3120.0,4393.92,2211.79,3200.0,4372.24,2322.03
3120.0,4331.97,2208.27,3120.0,4229.52,2337.34
1920.0,4983.21,2384.58,2000.0,4921.42,2348.59
1920.0,5050.91,2449.63,2000.0,5074.2,2476.52
1920.0,5066.14,2371.6,2000.0,5104.05,2347.38
1920.0,4954.75,2476.29,2000.0,4948.67,2547.61
4320.0,2812.18,4348.42,4360.0,2728.72,4388.17
4520.0,3058.57,4741.37,4480.0,2904.38,4702.81
4600.0,3099.31,4425.24,4560.0,3026.1,4316.49
4200.0,3676.13,4048.35,4240.0,3791.17,4112.83
4280.0,3602.28,4017.02,4360.0,3616.5,4082.12
4840.0,3024.12,4739.75,4880.0,2882.22,4721.98
4640.0,3070.19,4518.92,4640.0,2944.28,4414.96
4480.0,3138.08,4551.59,4400.0,3069.67,4471.42
4840.0,3053.69,4957.43,4840.0,2907.32,4955.85
4520.0,3149.37,4447.29,4480.0,3076.07,4360.0
4920.0,3051.81,4956.29,4960.0,2930.71,4946.07
4480.0,2523.25,4547.51,4480.0,2683.51,4560.6
4320.0,2910.94,4475.89,4400.0,2920.21,4534.79
3040.0,5091.09,4431.0,3040.0,5243.9,4413.01
4480.0,4112.78,4981.26,4440.0,4188.12,5030.9
4920.0,4180.12,4706.37,4960.0,4309.56,4683.86
5040.0,4746.54,4131.91,5040.0,4727.72,4284.23
4960.0,4735.77,4143.89,4920.0,4726.3,4275.71
3240.0,3982.28,4601.82,3280.0,3842.55,4503.57
3240.0,4947.84,4484.27,3320.0,4984.41,4558.11
4640.0,5067.82,5061.17,4640.0,4920.49,5030.52
3240.0,4102.81,4528.45,3360.0,4129.34,4456.11
5040.0,4954.38,4080.25,5040.0,5072.65,4183.38
4360.0,3132.85,3673.08,4360.0,3148.94,3570.73
4280.0,3131.51,3362.78,4320.0,3145.27,3471.45
3240.0,4127.65,4568.45,3360.0,4124.63,4619.29
3240.0,4031.81,4527.87,3320.0,3955.72,4540.5
3200.0,3845.49,4673.09,3280.0,3681.22,4685.56
2720.0,2300.4,4868.13,2720.0,2205.08,4949.66
