pre_z,pre_y,pre_x,post_z,post_y,post_x
4520.0,2845.76,3622.94,4520.0,2750.88,3525.95
4600.0,2728.99,2359.36,4560.0,2812.01,2400.39
4320.0,2263.62,3300.99,4240.0,2288.92,3240.77
4440.0,4643.67,3581.97,4440.0,4754.4,3486.55
4160.0,3494.96,3749.81,4160.0,3353.42,3754.75
4760.0,4453.59,3474.51,4760.0,4541.75,3360.46
4440.0,4584.35,3518.57,4400.0,4631.27,3419.17
4440.0,3551.35,2671.19,4520.0,3510.97,2645.01
4400.0,3552.71,2553.96,4480.0,3474.81,2514.04
4600.0,4267.05,3371.41,4600.0,4326.35,3248.16
2080.0,2850.58,2850.2,2080.0,2795.27,2719.16
2000.0,2833.0,2846.0,1960.0,2735.0,2764.0
2600.0,2505.61,4897.34,2680.0,2418.62,4898.58
2680.0,2703.14,2249.12,2640.0,2629.13,2364.26
2720.0,2655.04,2216.17,2720.0,2543.35,2305.99
2200.0,2846.42,2109.95,2200.0,2730.91,2049.07
2120.0,2837.42,2161.29,2120.0,2724.02,2228.91
2760.0,2603.47,2128.46,2760.0,2493.64,2165.66
3400.0,2454.06,2494.08,3400.0,2591.57,2483.99
3680.0,2637.91,2143.43,3680.0,2597.25,2250.59
3640.0,2709.71,2051.55,3600.0,2789.12,2049.61
3640.0,2671.58,2075.73,3600.0,2728.99,2154.43
3640.0,2622.33,2063.72,3520.0,2616.23,2065.77
3080.0,2127.52,2212.07,3040.0,2178.48,2338.49
3280.0,2924.72,2849.29,3280.0,2814.9,2836.1
3160.0,3060.44,2444.7,3080.0,2996.6,2373.48
3200.0,3069.05,2431.4,3200.0,2983.01,2321.84
3480.0,2599.32,3149.07,3560.0,2652.22,3091.31
3480.0,2644.98,3251.02,3560.0,2759.51,3200.8
2800.0,2030.03,3997.24,2800.0,2170.45,4005.54
2800.0,2017.7,4086.42,2800.0,2131.38,4133.48
2840.0,2015.41,3904.15,2840.0,2148.5,3867.9
2840.0,2020.63,4009.0,2960.0,2088.54,4005.03
2720.0,2019.74,4026.06,2680.0,2106.94,4039.42
2720.0,2013.0,3917.99,2680.0,2090.32,3862.67
2840.0,1994.94,3814.83,2840.0,2070.64,3730.0
2800.0,2003.15,3838.46,2760.0,2096.72,3754.25
2240.0,2523.19,2539.57,2240.0,2668.64,2542.63
2280.0,2799.04,2877.44,2280.0,2696.0,2816.6
2800.0,3603.73,3241.52,2840.0,3556.33,3123.54
2600.0,3290.67,3783.87,2560.0,3213.27,3804.47
2360.0,2776.46,3518.01,2360.0,2667.7,3554.97
2280.0,2740.12,3469.78,2240.0,2659.38,3477.84
2400.0,2899.54,3566.63,2440.0,2894.93,3706.63
2440.0,3025.67,3514.98,2520.0,3047.09,3592.6
2480.0,2954.54,3475.94,2600.0,2945.83,3502.28
2520.0,2802.36,3450.91,2600.0,2784.35,3569.91
4440.0,3692.65,2527.98,4520.0,3732.08,2452.18
2320.0,3034.99,2903.98,2400.0,3116.01,2770.86
2080.0,2479.75,2296.45,2080.0,2602.56,2290.9
2520.0,2870.84,2943.98,2600.0,2886.72,2863.33
2480.0,2956.58,2941.6,2520.0,3071.85,2853.5
4760.0,4058.39,2163.81,4800.0,3966.71,2153.77
2600.0,3359.5,3669.24,2560.0,3300.22,3589.96
2800.0,3509.35,2542.75,2800.0,3347.62,2482.52
2800.0,3502.81,3336.34,2800.0,3436.03,3187.75
4600.0,3994.85,2266.66,4560.0,3877.7,2278.57
4640.0,3997.42,2358.92,4640.0,3891.79,2387.02
3160.0,3114.65,2388.53,3120.0,3094.74,2285.29
3640.0,3350.33,3055.84,3680.0,3360.21,3170.03
4480.0,3724.39,2699.17,4600.0,3759.64,2694.05
3600.0,3214.38,2862.37,3600.0,3141.99,2845.42
4440.0,4068.02,2630.86,4440.0,4002.61,2695.59
4480.0,3700.07,2659.83,4560.0,3716.6,2586.88
4440.0,3647.11,2575.41,4560.0,3635.23,2522.55
4600.0,3222.25,3359.82,4480.0,3160.3,3357.08
4600.0,3251.82,3315.57,4480.0,3242.54,3263.22
4240.0,3333.01,3095.8,4280.0,3268.6,3199.35
4120.0,3145.89,2902.19,4160.0,3043.6,2961.54
3320.0,2916.92,2929.95,3320.0,2822.64,2992.8
4400.0,3512.46,3569.73,4480.0,3409.39,3539.31
4280.0,3470.68,3655.72,4280.0,3346.7,3707.84
4480.0,3075.35,3741.65,4360.0,3125.98,3712.13
4480.0,2945.49,3776.26,4360.0,2918.82,3750.4
4640.0,2775.72,3791.98,4640.0,2670.69,3748.74
4680.0,2606.34,3647.23,4680.0,2691.29,3699.57
4640.0,2134.8,3860.73,4680.0,2106.63,3970.27
4720.0,2768.86,3800.84,4720.0,2646.87,3774.69
4520.0,2376.35,3749.24,4480.0,2488.21,3820.13
4760.0,2824.21,3770.0,4800.0,2758.03,3667.45
4800.0,2857.42,3775.54,4880.0,2830.76,3725.45
4800.0,2796.14,3842.14,4840.0,2701.27,3809.2
4480.0,2898.72,3859.07,4360.0,2853.55,3864.91
4480.0,2860.74,3813.58,4440.0,2768.86,3814.17
4680.0,2811.67,3712.37,4680.0,2762.74,3593.3
4440.0,2201.37,3693.69,4360.0,2196.71,3751.91
3400.0,2615.78,3123.66,3440.0,2705.5,3047.63
3400.0,2653.26,3196.78,3440.0,2779.23,3183.68
3960.0,3025.49,2699.65,3880.0,2924.71,2731.18
4840.0,2676.06,3122.25,4840.0,2800.57,3183.26
3960.0,3081.29,2807.53,3920.0,3002.23,2901.32
4600.0,2659.16,3073.66,4480.0,2641.11,3058.68
4880.0,2632.93,3059.54,4920.0,2714.83,2959.45
3920.0,4892.25,4961.34,3920.0,4887.72,5116.88
4480.0,5060.41,4565.07,4520.0,5118.17,4469.74
4120.0,4856.83,4442.19,4040.0,4749.11,4411.23
3560.0,4405.94,2099.05,3560.0,4498.9,2200.02
4640.0,2836.6,5033.44,4520.0,2839.6,5042.11
4480.0,2206.87,3749.59,4400.0,2192.03,3873.13
2880.0,2146.15,2750.56,2840.0,2087.25,2648.36
2880.0,2232.04,2753.38,2880.0,2243.24,2616.89
2840.0,2197.06,2778.88,2760.0,2199.02,2708.45
2800.0,2197.57,2855.94,2680.0,2266.5,2836.57
3080.0,2112.84,2795.61,3160.0,2066.84,2710.78
3280.0,2215.17,2577.81,3240.0,2225.52,2686.9
3240.0,2237.28,2511.09,3160.0,2284.24,2573.57
3080.0,2182.54,2763.16,3120.0,2166.6,2648.59
3080.0,2121.87,2138.65,3000.0,2218.42,2171.7
3120.0,2183.78,2133.17,3080.0,2292.22,2166.82
4080.0,4313.76,5028.02,4160.0,4248.41,4969.98
4520.0,5021.33,4733.55,4640.0,4990.38,4774.06
4280.0,4799.05,4635.66,4280.0,4690.48,4676.11
4320.0,4826.95,4646.63,4360.0,4723.22,4613.83
2320.0,2619.74,4765.33,2280.0,2608.36,4629.62
2160.0,2626.25,4623.57,2280.0,2608.36,4629.62
2160.0,2681.93,4696.04,2240.0,2776.44,4709.84
2400.0,2396.65,4687.06,2400.0,2408.26,4535.65
2520.0,2430.2,4773.41,2560.0,2318.71,4720.59
2440.0,2582.23,4727.11,2440.0,2581.47,4574.04
2600.0,2531.37,4842.84,2680.0,2489.16,4719.7
2560.0,2624.27,4794.37,2680.0,2633.05,4761.9
2640.0,2573.32,4951.62,2760.0,2586.14,4981.25
3280.0,2438.26,4937.74,3240.0,2385.83,4830.01
3320.0,2603.29,4876.26,3320.0,2624.18,4733.66
3400.0,2588.97,4836.51,3440.0,2558.93,4703.04
3960.0,2208.73,2987.7,4040.0,2107.27,2975.65
3360.0,2521.94,4858.96,3360.0,2449.78,4729.28
3560.0,3320.65,4854.95,3560.0,3336.92,4721.84
3880.0,2062.19,3090.67,3880.0,1928.94,3110.69
3240.0,2499.47,5018.16,3160.0,2479.49,4942.25
3400.0,2646.7,4844.41,3440.0,2685.5,4708.52
3280.0,2729.87,5115.28,3200.0,2773.87,5090.04
4640.0,2749.56,5114.05,4560.0,2660.32,5105.19
4640.0,2945.75,5053.92,4640.0,3059.64,4959.09
4680.0,3026.49,5111.86,4680.0,3164.44,5048.7
4080.0,2203.67,3786.68,4080.0,2057.06,3755.02
3840.0,2053.42,3140.48,3840.0,1960.95,3227.12
3360.0,3127.39,4976.88,3280.0,3178.35,4852.08
3320.0,3069.72,5040.72,3240.0,3112.27,4996.17
3840.0,2110.57,3211.32,3880.0,2081.33,3313.89
3560.0,3264.1,4860.5,3560.0,3228.15,4727.95
3400.0,3113.91,4950.33,3400.0,3106.54,4805.68
3360.0,3181.73,5045.36,3280.0,3278.49,5001.66
4360.0,2344.83,3334.37,4280.0,2444.32,3339.63
4280.0,2300.16,2931.86,4240.0,2342.11,3048.04
4360.0,2314.2,3236.09,4280.0,2421.36,3210.82
3880.0,2091.32,3004.55,3920.0,1985.72,2963.84
4240.0,2294.27,2818.7,4160.0,2319.79,2885.19
3960.0,2290.25,2966.31,4080.0,2266.63,2995.75
4640.0,2697.32,3112.34,4600.0,2770.63,3223.06
4720.0,2675.8,3178.13,4680.0,2766.75,3244.98
4760.0,2668.7,3242.98,4760.0,2739.08,3332.58
4600.0,2712.42,3060.17,4520.0,2769.07,3109.64
4800.0,2585.34,2934.71,4840.0,2571.03,2806.09
3640.0,2572.43,2053.72,3600.0,2495.36,2112.38
3640.0,2640.63,2085.57,3600.0,2618.59,2176.9
4960.0,2063.18,2395.81,4920.0,2020.54,2465.82
4840.0,2519.34,2945.28,4880.0,2450.34,2854.15
4800.0,2640.14,2937.89,4800.0,2678.93,2809.41
4520.0,5111.43,4708.69,4600.0,5243.82,4679.22
3840.0,2055.37,2881.26,3880.0,1998.38,2861.2
3720.0,2743.53,2101.78,3680.0,2817.74,2159.49
3960.0,2236.46,2822.64,4040.0,2222.35,2807.11
4240.0,2378.45,2661.66,4160.0,2445.79,2702.21
4520.0,4955.14,5098.07,4600.0,5062.1,5072.17
4520.0,5103.6,4835.26,4600.0,5119.5,4902.78
3960.0,2235.72,3052.66,4000.0,2166.81,3119.82
4240.0,3259.2,2991.38,4280.0,3178.72,3037.18
4040.0,3360.9,3095.2,4040.0,3353.44,3234.16
3920.0,2732.72,2826.61,3920.0,2863.31,2847.18
3040.0,2241.14,3629.62,3000.0,2176.15,3742.28
2840.0,2240.63,2832.33,2800.0,2316.72,2789.41
4280.0,2418.87,2709.31,4280.0,2538.12,2771.33
4320.0,4841.85,4567.02,4360.0,4774.95,4523.57
4360.0,2381.74,2903.1,4400.0,2502.89,2978.3
3320.0,2934.8,2815.17,3400.0,2896.15,2807.97
4280.0,2476.86,2580.95,4240.0,2572.54,2577.76
3320.0,2928.45,2758.5,3320.0,2856.8,2673.61
4960.0,2920.6,2162.67,4960.0,3053.09,2144.62
4880.0,2906.26,2334.67,4840.0,3000.38,2352.77
4520.0,5007.66,4637.33,4640.0,5005.37,4627.45
4480.0,4993.75,4606.41,4560.0,4951.47,4521.01
4360.0,2475.92,2570.89,4360.0,2584.17,2559.26
4320.0,2463.44,2603.89,4320.0,2572.92,2646.7
4480.0,4934.65,4682.98,4600.0,4889.21,4670.93
4360.0,4838.94,4687.38,4440.0,4785.53,4696.82
4280.0,4802.86,4545.91,4240.0,4695.52,4536.68
4520.0,5116.29,4742.94,4640.0,5162.4,4756.88
4520.0,5109.36,4662.24,4640.0,5137.11,4635.26
4480.0,5095.46,4620.04,4560.0,5188.37,4577.45
4200.0,4742.53,4141.49,4120.0,4657.91,4180.72
4160.0,4809.11,4218.13,4120.0,4721.82,4270.06
4280.0,4815.97,4453.15,4240.0,4722.66,4380.17
4120.0,4836.07,4520.07,4080.0,4725.47,4532.52
4480.0,5099.55,4606.91,4480.0,5209.0,4568.57
3840.0,4777.48,4967.9,3840.0,4715.19,5061.15
4080.0,5045.17,5051.19,4080.0,5036.37,5169.01
3960.0,4993.17,4982.22,3960.0,5042.27,5096.43
3960.0,3736.16,3825.76,3920.0,3603.43,3740.24
4000.0,3685.7,3903.25,3920.0,3556.51,3945.02
4280.0,3484.64,4338.11,4280.0,3394.53,4426.58
4200.0,3473.55,4174.28,4160.0,3360.97,4173.3
4840.0,4515.04,3636.81,4920.0,4580.88,3638.08
4080.0,4993.25,5038.48,4080.0,4934.72,5099.5
3920.0,3736.81,3962.09,3840.0,3680.18,4035.77
4000.0,4971.63,4994.69,4000.0,4915.48,5078.79
3920.0,4839.06,4953.77,3920.0,4778.19,5034.59
3920.0,3754.19,3601.88,3840.0,3679.43,3654.51
2320.0,2986.14,2188.42,2440.0,2973.57,2182.51
3960.0,3743.06,3888.37,3840.0,3691.71,3851.37
4080.0,5099.92,5043.38,4080.0,5159.8,5126.37
4400.0,4628.77,3593.23,4360.0,4724.06,3538.42
4400.0,3633.83,2470.76,4480.0,3620.11,2388.48
4400.0,4692.52,3695.86,4400.0,4825.91,3672.39
4760.0,4062.65,2234.02,4800.0,4001.65,2264.32
4760.0,4073.39,2123.53,4840.0,4052.6,2123.74
4800.0,4294.44,3386.84,4800.0,4383.99,3299.91
4640.0,4575.11,3542.15,4640.0,4626.98,3434.96
4880.0,4387.08,3486.82,4920.0,4413.56,3376.9
4640.0,4657.96,3657.99,4640.0,4774.0,3646.88
4080.0,3529.5,3747.48,4040.0,3396.2,3749.5
4200.0,3521.55,4282.12,4160.0,3470.9,4373.76
4480.0,4284.16,3318.19,4480.0,4335.4,3229.11
3560.0,4445.1,2006.2,3560.0,4578.94,2061.43
4000.0,3647.18,3570.73,3960.0,3554.04,3532.48
4160.0,3526.48,4216.49,4120.0,3434.69,4277.6
3520.0,4400.14,2061.65,3480.0,4451.06,2140.55
3600.0,4471.41,2022.06,3640.0,4577.22,2075.61
3920.0,3727.18,3493.13,3840.0,3641.0,3438.64
3040.0,2082.86,2763.51,3040.0,2034.17,2692.15
2640.0,2636.84,2196.73,2600.0,2586.32,2265.05
2320.0,2979.86,2130.29,2400.0,2920.0,2099.09
2160.0,2712.93,2943.52,2160.0,2618.59,2936.48
2320.0,2824.3,2886.98,2360.0,2756.84,2804.85
4680.0,2603.35,3599.79,4680.0,2731.51,3590.37
4560.0,3246.6,3501.38,4440.0,3192.28,3529.96
4600.0,3169.09,3387.89,4560.0,3071.07,3459.65
4720.0,2975.45,3466.3,4680.0,2889.43,3533.97
4440.0,2976.81,3716.17,4360.0,2969.12,3653.35
4120.0,4289.52,5103.37,4200.0,4226.79,5119.94
4080.0,4241.95,5073.84,4120.0,4120.64,5049.9
4040.0,4253.2,4971.25,4080.0,4180.57,4885.76
4120.0,4381.28,5008.18,4200.0,4360.52,4979.62
4080.0,4340.28,4960.01,4120.0,4312.95,4825.18
4000.0,4275.91,4906.62,4000.0,4267.26,4767.2
4480.0,3489.84,2211.52,4480.0,3553.77,2286.71
4480.0,3513.53,2129.6,4480.0,3618.0,2111.21
