pre_z,pre_y,pre_x,post_z,post_y,post_x
3200.0,3924.06,4403.36,3200.0,3944.11,4556.88
2760.0,3404.9,5013.65,2760.0,3571.57,4937.34
3640.0,3487.98,2999.97,3640.0,3455.74,3155.2
2720.0,3964.11,4169.53,2720.0,4083.58,4150.55
4320.0,3295.8,2685.51,4320.0,3304.97,2860.16
3920.0,3489.24,2520.66,3920.0,3350.51,2586.31
3320.0,2938.73,3605.78,3320.0,3102.84,3653.58
3320.0,2901.62,3685.11,3320.0,2963.67,3775.09
3320.0,2848.92,3727.39,3320.0,2857.92,3843.75
2680.0,2929.59,2237.39,2640.0,2990.15,2368.68
2600.0,2875.42,2178.28,2560.0,2826.57,2329.45
2600.0,3012.52,2148.75,2600.0,3115.95,2228.97
2800.0,2952.2,2248.83,2800.0,3089.33,2272.85
2520.0,2925.0,2198.0,2480.0,2906.72,2317.99
2080.0,4221.53,4577.95,2080.0,4088.95,4693.84
2080.0,4316.41,4671.39,2080.0,4222.47,4793.98
3640.0,3599.55,2999.63,3640.0,3637.41,3167.0
3400.0,3672.44,2924.0,3400.0,3757.55,3026.91
2120.0,2458.52,3177.09,2120.0,2632.95,3161.51
2280.0,2528.26,2802.25,2280.0,2661.25,2779.15
3400.0,3531.98,3029.66,3400.0,3628.17,3133.56
4000.0,3723.89,2324.66,4000.0,3586.52,2287.33
3960.0,3749.62,2441.42,3960.0,3715.19,2562.47
3960.0,3875.39,2430.92,3960.0,3906.52,2564.42
3920.0,3567.03,2298.03,3920.0,3465.12,2230.92
2000.0,5064.25,3159.97,2000.0,4949.83,3097.76
3960.0,3673.93,2391.78,4000.0,3569.19,2477.62
2200.0,4443.45,3181.64,2200.0,4511.52,3295.62
3920.0,3579.92,2397.54,3960.0,3446.22,2446.65
3200.0,3704.73,4353.84,3200.0,3603.48,4439.81
2240.0,4249.41,4593.53,2280.0,4176.34,4744.47
2160.0,4267.44,4606.03,2200.0,4317.34,4720.92
2160.0,4235.93,4591.41,2200.0,4160.17,4628.21
3560.0,2416.85,2644.77,3560.0,2446.59,2817.28
3640.0,2135.79,3157.61,3640.0,2276.18,3117.69
3880.0,3474.62,2559.51,3960.0,3419.77,2590.98
4760.0,4139.83,4098.49,4760.0,4023.6,4213.23
3600.0,4180.48,4235.34,3600.0,4208.87,4390.16
3640.0,2107.65,3209.97,3600.0,2197.55,3276.36
3640.0,2100.09,3108.36,3600.0,2165.69,2985.99
3560.0,2072.45,3110.45,3560.0,2187.16,3093.85
3280.0,3740.36,4311.88,3280.0,3644.08,4407.74
4480.0,3877.52,4276.13,4480.0,3983.19,4362.22
3600.0,4157.15,4213.57,3560.0,4065.97,4269.01
3520.0,2295.79,2651.61,3520.0,2311.97,2794.89
3520.0,2147.97,2715.56,3520.0,2197.09,2824.16
3480.0,2469.83,2620.43,3480.0,2543.94,2748.98
3600.0,2087.03,3179.26,3520.0,2079.18,3201.15
3640.0,2302.37,2586.83,3680.0,2205.8,2661.15
3640.0,2302.67,2529.82,3680.0,2244.13,2471.71
3560.0,2085.47,2731.4,3560.0,2076.77,2892.54
3600.0,2064.23,3072.74,3520.0,2071.22,2967.64
3720.0,2205.6,3201.56,3760.0,2250.29,3119.99
2960.0,2521.82,4182.12,2880.0,2516.84,4183.01
2960.0,2489.24,4151.24,2960.0,2361.51,4048.98
3000.0,2390.24,4171.58,3000.0,2247.8,4122.48
2960.0,2431.89,4214.66,2920.0,2297.89,4176.27
2960.0,2547.44,4259.7,2880.0,2545.24,4311.56
3040.0,2774.0,4257.17,3000.0,2948.86,4216.18
3000.0,2583.03,4309.26,2960.0,2601.74,4437.77
2960.0,2597.5,4128.46,2920.0,2606.31,4056.19
3000.0,2699.9,4168.91,2960.0,2850.37,4091.66
3400.0,3057.1,4664.04,3360.0,3128.07,4741.7
3080.0,2527.72,4523.66,3080.0,2611.3,4734.26
3080.0,2823.97,4292.15,3040.0,3026.92,4369.33
3560.0,3355.7,4496.4,3640.0,3471.16,4546.28
3600.0,3301.48,4554.64,3720.0,3357.1,4613.55
3360.0,3808.78,4292.52,3360.0,3869.88,4452.01
3600.0,2309.12,2633.76,3640.0,2290.54,2769.05
3880.0,2422.54,2461.69,3880.0,2362.61,2613.27
3920.0,2487.91,2510.87,3920.0,2466.53,2646.19
3360.0,2958.01,3513.28,3440.0,2948.15,3485.54
3320.0,2872.25,3648.88,3360.0,2849.42,3714.14
2920.0,2297.45,3498.03,3040.0,2274.56,3529.97
2920.0,2259.65,3437.25,2920.0,2149.53,3550.39
2920.0,2270.05,3391.67,3040.0,2242.06,3397.98
2840.0,2244.53,3807.02,2960.0,2235.94,3804.62
2840.0,2220.53,3971.92,2920.0,2212.42,4065.03
2720.0,2890.67,2287.56,2720.0,2880.93,2445.91
2720.0,2939.48,2238.2,2720.0,3056.71,2273.94
2440.0,2859.99,2192.0,2440.0,2717.81,2237.84
2600.0,3267.01,1935.73,2600.0,3339.69,2051.8
2600.0,3180.23,1984.55,2600.0,3195.66,2075.58
2520.0,3108.06,1972.92,2520.0,3136.05,2083.96
3960.0,3696.59,2402.18,4080.0,3664.61,2421.98
4000.0,3819.74,2420.26,4080.0,3805.91,2486.78
4320.0,3468.53,2569.17,4200.0,3508.64,2585.51
4640.0,4124.66,2797.01,4680.0,4196.11,2930.7
4680.0,4255.69,2750.93,4680.0,4426.2,2746.45
4640.0,4216.19,2760.5,4600.0,4350.25,2795.02
4600.0,3972.98,2756.03,4560.0,3891.66,2845.83
4600.0,4022.35,2766.27,4560.0,4034.3,2881.26
4600.0,4112.35,2756.75,4560.0,4159.53,2865.76
4640.0,3964.9,2819.08,4640.0,3926.1,2930.31
4600.0,4059.16,2742.05,4520.0,4059.63,2741.39
4720.0,4140.29,2781.98,4800.0,4206.87,2837.88
3760.0,2294.46,3324.02,3760.0,2363.02,3187.75
3760.0,2148.0,3191.09,3840.0,2168.69,3094.0
3840.0,2285.82,3249.28,3840.0,2369.58,3123.74
3760.0,2783.21,3149.27,3720.0,2718.93,3220.86
3880.0,2702.05,3150.16,3880.0,2707.81,3286.55
3880.0,2754.67,3114.08,3880.0,2852.43,3185.44
3760.0,2837.15,3138.34,3720.0,2859.05,3195.56
4000.0,2779.35,3131.14,4040.0,2911.89,3170.75
3760.0,2832.01,3089.2,3720.0,2762.1,3029.54
4000.0,3052.79,2648.96,3960.0,3032.1,2534.6
4000.0,3126.43,2680.41,3960.0,3177.01,2592.0
3960.0,3114.34,2787.83,3920.0,3201.23,2740.42
4120.0,3221.34,2623.52,4120.0,3329.68,2528.2
4120.0,3092.27,2570.33,4120.0,3136.92,2435.68
4040.0,3162.71,2670.76,4040.0,3333.07,2647.13
4040.0,3144.97,2620.71,4040.0,3238.88,2520.2
3960.0,3023.25,2723.34,3880.0,3038.8,2650.38
4040.0,3066.92,2618.14,4040.0,3056.84,2454.8
4880.0,5046.36,4292.84,4880.0,4930.92,4264.28
3600.0,2454.05,2597.15,3600.0,2592.81,2697.78
3480.0,2540.64,2610.26,3400.0,2562.24,2669.58
3040.0,3099.81,3508.5,3040.0,3249.95,3492.79
3000.0,2738.47,3790.02,3000.0,2744.82,3914.63
3120.0,3839.35,4416.33,3120.0,3834.15,4566.54
4920.0,5094.7,4242.08,4920.0,5000.71,4131.75
3680.0,2106.52,3114.92,3720.0,2128.5,3001.68
4880.0,5079.62,4245.86,4800.0,5032.11,4126.69
4880.0,5112.19,4196.93,4880.0,5113.89,4083.23
2800.0,3384.96,4985.99,2840.0,3507.44,4982.27
2040.0,4328.71,4784.02,2040.0,4322.64,4936.22
2480.0,4016.8,4242.5,2480.0,4129.2,4242.5
3120.0,2130.6,2790.97,3160.0,2237.36,2865.3
3080.0,1993.98,3111.82,3080.0,2094.05,3203.65
2480.0,3998.23,4151.49,2480.0,4099.34,4078.28
2400.0,4024.42,4156.73,2360.0,4136.04,4088.25
2360.0,4033.35,4215.91,2280.0,4088.2,4265.59
3960.0,1980.72,2938.95,4000.0,2079.11,2854.85
3080.0,3850.57,4433.99,3000.0,3848.45,4527.47
4960.0,5035.06,4359.36,5000.0,4963.34,4342.19
3720.0,3200.8,5202.64,3720.0,3267.29,5103.3
4840.0,4953.8,4441.31,4880.0,4831.47,4475.28
4800.0,4891.58,4545.3,4800.0,4788.26,4521.11
4760.0,5036.09,4308.82,4760.0,4923.89,4298.34
3680.0,3173.14,5130.66,3680.0,3235.78,5029.52
3720.0,3115.46,5174.51,3720.0,3096.52,5035.46
2680.0,4037.12,4264.54,2680.0,4128.81,4266.52
2640.0,4055.45,4155.31,2640.0,4149.19,4136.15
2600.0,3266.79,3821.39,2600.0,3371.68,3799.98
2720.0,3239.2,3861.48,2760.0,3370.71,3846.76
2000.0,3791.49,3740.53,1920.0,3790.78,3722.38
2000.0,3858.26,3669.39,1960.0,3932.98,3565.01
2200.0,4298.86,3476.41,2200.0,4200.69,3475.69
2000.0,3857.91,3742.4,1960.0,3981.95,3744.6
2000.0,3761.1,3808.58,1960.0,3728.02,3868.78
2960.0,2541.19,4100.49,2960.0,2519.53,3964.11
3040.0,2402.32,4102.69,3000.0,2372.42,3937.03
4520.0,4759.92,2769.88,4400.0,4787.6,2748.23
4520.0,4829.55,2680.34,4440.0,4879.91,2604.3
4520.0,4775.31,2722.84,4480.0,4689.78,2671.77
4560.0,4805.12,2647.75,4520.0,4745.86,2548.21
4560.0,4873.69,2688.24,4480.0,5001.24,2661.76
4520.0,4798.53,2775.47,4440.0,4903.68,2792.73
4520.0,4715.58,2844.67,4400.0,4742.16,2890.53
4560.0,4327.05,3092.87,4480.0,4359.29,3083.5
4560.0,4230.23,3103.61,4560.0,4214.5,3242.62
4560.0,4197.39,3089.16,4480.0,4204.74,3024.85
4560.0,4324.52,3111.48,4560.0,4380.85,3209.78
4640.0,2090.4,3969.53,4560.0,2068.82,3932.35
4640.0,2070.04,4016.58,4600.0,1999.99,4080.17
4680.0,2075.93,3917.45,4640.0,2016.84,3785.54
4640.0,2102.04,4005.31,4600.0,2127.33,4096.52
4640.0,2123.72,3962.49,4600.0,2201.35,3921.1
2240.0,2449.79,3295.84,2280.0,2534.21,3374.96
2120.0,2340.35,3387.24,2120.0,2400.19,3529.39
2320.0,2053.19,3773.75,2320.0,2055.62,3602.36
2080.0,4376.48,3378.34,2080.0,4356.09,3243.88
2080.0,4328.08,3400.81,2080.0,4238.45,3337.65
2200.0,4330.85,3429.99,2200.0,4226.43,3320.71
2320.0,2076.05,3807.38,2320.0,2251.68,3696.42
2320.0,2078.62,3861.68,2320.0,2214.87,3847.24
2280.0,2070.19,3914.87,2200.0,2105.0,3902.5
2280.0,2058.11,3854.52,2240.0,2072.32,3775.77
3120.0,4263.2,2446.76,3160.0,4328.89,2336.0
3520.0,3493.0,2996.04,3520.0,3450.02,3139.67
3520.0,3579.28,3000.21,3520.0,3596.01,3168.82
3520.0,3670.69,2982.79,3520.0,3743.74,3087.0
2400.0,5091.69,2129.58,2360.0,5089.14,2258.01
4800.0,4112.16,4720.27,4800.0,4000.99,4847.94
4800.0,4154.91,4758.16,4760.0,4166.79,4856.84
4800.0,4070.7,4663.13,4720.0,4048.87,4693.69
4800.0,4079.34,4612.36,4720.0,4067.65,4553.79
4800.0,4153.86,4622.81,4720.0,4162.27,4591.65
4800.0,4197.05,4666.76,4760.0,4315.34,4638.62
4840.0,4585.58,4651.15,4800.0,4495.58,4588.77
4880.0,4581.91,4664.64,4880.0,4564.48,4572.51
3120.0,4303.21,2504.28,3200.0,4372.47,2525.23
2040.0,4309.04,3397.85,2000.0,4206.02,3311.05
2160.0,4511.46,3176.49,2120.0,4595.2,3243.88
2160.0,4414.29,3183.11,2120.0,4382.45,3251.39
3120.0,4249.59,2553.9,3160.0,4340.06,2630.21
3160.0,4233.75,2522.61,3240.0,4233.23,2607.63
3120.0,4156.11,2428.47,3160.0,4185.16,2288.51
3160.0,4101.25,2550.24,3280.0,4104.8,2565.53
3080.0,4345.35,2517.66,3080.0,4530.29,2514.03
3080.0,4322.11,2640.92,3080.0,4494.04,2706.41
3160.0,4207.61,2481.86,3240.0,4222.54,2434.16
4160.0,3301.66,2301.69,4160.0,3183.8,2384.08
4160.0,3332.45,2329.01,4160.0,3340.46,2479.46
4320.0,3387.75,2499.82,4240.0,3415.72,2422.74
4320.0,3395.14,2625.98,4280.0,3488.37,2785.02
4320.0,3315.91,2568.91,4200.0,3192.42,2549.07
