pre_z,pre_y,pre_x,post_z,post_y,post_x
3640.0,3468.12,4769.94,3640.0,3404.39,4632.8
3640.0,3326.14,4840.67,3640.0,3243.28,4726.86
3560.0,3253.09,4974.88,3560.0,3141.83,4926.62
3480.0,3339.7,4903.69,3480.0,3209.19,4822.67
3400.0,3399.38,4949.23,3400.0,3261.66,4961.5
4400.0,2882.11,4506.78,4400.0,2975.38,4620.99
3480.0,3626.77,4687.0,3480.0,3587.75,4506.67
4400.0,2707.18,4553.45,4400.0,2718.27,4680.73
3480.0,4097.69,4822.5,3480.0,4201.55,4759.33
3600.0,3953.56,4620.17,3600.0,3997.8,4511.38
4520.0,2848.0,4548.92,4520.0,2872.63,4721.37
3440.0,3903.27,4699.65,3440.0,3901.02,4538.48
3440.0,3975.05,4733.96,3440.0,4066.42,4659.6
3600.0,4111.55,4841.58,3600.0,4246.34,4759.94
2920.0,4868.03,4699.55,2920.0,4713.19,4731.34
2920.0,4838.68,4470.62,2920.0,4727.55,4459.8
3680.0,3222.47,4953.47,3680.0,3083.02,4941.28
3680.0,3191.73,5061.25,3680.0,3079.98,5104.12
4040.0,4589.44,4787.7,4040.0,4461.05,4833.01
2920.0,4840.22,4363.07,2920.0,4717.81,4259.43
3520.0,3376.81,4787.97,3520.0,3287.53,4675.34
3520.0,3450.55,4703.14,3520.0,3422.03,4568.66
3720.0,3366.62,4714.7,3720.0,3320.36,4628.14
3360.0,4003.36,5005.0,3360.0,4155.45,5059.5
3360.0,4047.22,4906.81,3360.0,4175.72,4883.59
3200.0,3880.86,4780.69,3200.0,4000.7,4789.7
3200.0,3862.33,4880.36,3200.0,3973.73,4918.83
3280.0,3971.95,4866.91,3280.0,4086.42,4901.77
3280.0,3913.31,4980.94,3280.0,4018.66,5039.56
3280.0,3974.09,4795.39,3280.0,4080.22,4757.28
4040.0,4532.98,4460.81,4040.0,4419.28,4476.47
4080.0,4614.11,4936.14,4080.0,4503.19,4977.84
4480.0,4302.2,5010.77,4480.0,4223.86,5106.97
4440.0,4263.92,4837.06,4440.0,4115.69,4840.66
4440.0,4244.06,4954.08,4440.0,4146.67,5004.86
4200.0,4506.28,4439.42,4200.0,4320.42,4445.33
4200.0,4471.78,4242.8,4200.0,4349.59,4223.69
4200.0,4493.23,4099.86,4200.0,4364.55,4064.61
3400.0,4486.72,4312.17,3400.0,4381.41,4385.81
3280.0,4598.23,4176.78,3280.0,4502.34,4313.88
3280.0,4444.89,4037.48,3280.0,4330.56,4114.64
3280.0,4229.46,3714.59,3280.0,4145.57,3597.5
3240.0,4442.03,3603.88,3240.0,4426.09,3501.97
3440.0,4332.69,3915.98,3440.0,4198.81,3861.58
3440.0,4385.28,3776.38,3440.0,4257.42,3684.53
3280.0,4327.8,3640.12,3280.0,4296.21,3488.71
3640.0,3236.0,4889.57,3640.0,3131.28,4843.4
3400.0,4566.1,4367.15,3400.0,4509.98,4510.07
4480.0,4262.39,4799.45,4520.0,4144.38,4748.37
3400.0,4397.19,4204.73,3400.0,4287.64,4240.07
4040.0,4575.43,4612.45,4040.0,4441.43,4663.07
4480.0,4328.73,4741.22,4520.0,4247.06,4638.18
2840.0,4929.3,4575.0,2840.0,4777.3,4591.78
3400.0,3738.1,3212.64,3400.0,3724.16,3360.05
3560.0,3731.75,3341.37,3560.0,3738.67,3457.98
3080.0,3346.92,4240.33,3080.0,3416.23,4353.55
2880.0,3323.34,4291.02,2880.0,3363.95,4410.55
2840.0,3890.56,3820.98,2840.0,3997.11,3918.17
3560.0,3592.33,3364.22,3560.0,3589.3,3478.27
3560.0,3780.48,2725.03,3560.0,3819.95,2589.81
3560.0,3673.02,2704.47,3560.0,3685.27,2566.19
3160.0,4392.59,3614.8,3160.0,4380.28,3489.12
3520.0,3640.84,2680.02,3520.0,3576.59,2607.98
3760.0,3901.83,2852.94,3760.0,4016.36,2802.36
3400.0,3836.52,3222.82,3400.0,3878.55,3366.97
4600.0,3299.75,3246.23,4600.0,3316.62,3120.92
4600.0,3453.03,3307.03,4600.0,3482.86,3152.3
4560.0,3468.64,3237.47,4560.0,3557.08,3144.44
4920.0,4420.19,3779.69,4920.0,4269.23,3776.67
4800.0,4341.28,3635.62,4800.0,4211.25,3652.53
4800.0,4338.72,3522.83,4800.0,4209.8,3467.64
4880.0,4411.64,3687.07,4920.0,4274.87,3641.92
4440.0,4302.69,3628.16,4480.0,4383.17,3551.87
2960.0,3856.51,3877.19,2960.0,3998.51,3959.3
2760.0,4401.66,4160.42,2760.0,4247.98,4174.17
2880.0,4954.91,4213.08,2840.0,4854.88,4082.3
3080.0,3214.37,4285.5,3080.0,3283.58,4434.79
4800.0,4399.65,3712.53,4800.0,4285.29,3808.47
2920.0,3680.66,4052.39,2920.0,3738.35,4157.6
4400.0,4332.1,3695.88,4440.0,4436.34,3681.08
4360.0,4318.75,3540.92,4360.0,4418.55,3480.02
4320.0,4358.35,3643.52,4320.0,4494.08,3639.8
3000.0,3839.78,2639.67,2960.0,3838.69,2744.35
4160.0,4311.84,3525.12,4160.0,4454.56,3498.11
4160.0,4303.8,3375.52,4160.0,4418.36,3336.83
4720.0,4890.62,2988.51,4720.0,4802.42,3083.86
4160.0,3021.95,2389.41,4160.0,3157.92,2403.02
4160.0,3019.16,2286.11,4160.0,3124.64,2240.88
3960.0,2937.48,2405.94,3960.0,3086.14,2414.19
4040.0,2964.37,2304.35,4040.0,3112.94,2283.61
3440.0,5061.97,2689.31,3440.0,5115.97,2799.22
3360.0,5025.78,2670.81,3320.0,5063.17,2800.48
3320.0,4971.73,2572.91,3320.0,4831.69,2659.98
3320.0,5006.63,2593.48,3240.0,4945.19,2670.89
3000.0,3939.12,2643.92,2960.0,3986.78,2735.1
3120.0,3796.58,2710.7,3120.0,3871.3,2863.38
4720.0,4845.94,2903.68,4680.0,4731.41,2982.62
4560.0,3952.14,2073.08,4560.0,4053.41,2036.84
3680.0,4329.11,5108.95,3680.0,4465.22,5054.8
3720.0,4259.36,5040.03,3720.0,4380.38,4956.19
3160.0,4029.33,2578.56,3160.0,4118.78,2659.94
3520.0,3958.17,2874.09,3520.0,4036.66,2741.33
3400.0,4974.19,2719.26,3400.0,4949.5,2874.04
4400.0,4348.1,3806.22,4440.0,4435.63,3815.82
3960.0,2910.94,2247.81,3960.0,3053.78,2224.28
2960.0,3439.69,2547.95,2920.0,3338.37,2547.4
2200.0,3367.88,3713.47,2200.0,3365.1,3889.29
4360.0,3299.56,3048.23,4360.0,3301.16,2935.16
3120.0,3951.45,2678.31,3120.0,4043.73,2763.11
4280.0,3384.6,2965.47,4280.0,3394.11,2851.52
3360.0,3632.53,3089.12,3320.0,3531.34,3155.78
3320.0,3854.44,3112.66,3320.0,3814.58,3242.11
3440.0,4124.55,2881.19,3440.0,4164.77,2793.02
3520.0,3850.39,2772.95,3520.0,3912.0,2624.42
3320.0,4057.45,2940.91,3320.0,4108.33,2816.88
3400.0,3842.08,2893.8,3400.0,3887.48,2736.8
3360.0,3707.17,2809.8,3360.0,3696.03,2674.97
2200.0,3310.4,3710.81,2200.0,3229.1,3837.6
3080.0,3452.28,2499.69,3080.0,3312.53,2456.55
2080.0,3439.16,3632.59,2080.0,3476.72,3795.48
4280.0,3483.39,2979.81,4280.0,3508.78,2875.55
4360.0,3455.39,3081.03,4360.0,3470.03,2952.03
2400.0,3413.91,3134.61,2400.0,3501.31,3004.14
4440.0,3400.95,3129.53,4440.0,3397.22,2993.27
4440.0,3525.42,3148.23,4440.0,3537.0,3030.16
2440.0,3667.86,3370.0,2440.0,3761.3,3397.5
3360.0,3701.17,3151.1,3320.0,3649.7,3254.93
2400.0,3344.42,3093.48,2400.0,3345.31,2930.12
2600.0,3420.23,3169.84,2600.0,3518.7,3104.52
2880.0,3578.82,2493.07,2840.0,3513.87,2585.74
2320.0,3523.53,4579.47,2320.0,3686.8,4552.41
2320.0,3485.84,4515.02,2320.0,3575.31,4337.09
2400.0,3594.92,4508.06,2400.0,3695.27,4421.7
2640.0,2757.23,4537.59,2640.0,2870.38,4428.08
2920.0,3530.35,2470.92,2880.0,3415.27,2398.71
3160.0,4091.71,2470.33,3160.0,4208.42,2558.18
3160.0,3957.45,2639.07,3240.0,3972.1,2725.73
3320.0,3963.95,2898.23,3320.0,3969.79,2730.61
2400.0,3251.53,3111.03,2360.0,3182.45,3010.79
2520.0,3309.16,3156.2,2520.0,3305.21,3008.44
2640.0,2606.52,4494.69,2640.0,2708.19,4363.08
2760.0,3594.69,4060.27,2760.0,3668.96,4141.25
3000.0,2757.02,3758.84,3000.0,2633.77,3775.47
3000.0,2841.12,3573.44,3000.0,2717.88,3510.44
3040.0,2781.53,3692.61,3040.0,2672.61,3655.28
2800.0,2728.33,3734.2,2800.0,2605.28,3696.09
2040.0,4333.79,2626.76,2040.0,4406.34,2527.15
3720.0,3499.11,4670.53,3720.0,3464.26,4562.38
2320.0,3914.38,4159.43,2320.0,3828.56,4253.29
2320.0,4100.03,4234.42,2320.0,4062.03,4334.52
4520.0,2807.99,3498.91,4520.0,2951.22,3421.38
3720.0,3224.84,4819.48,3720.0,3105.66,4711.84
2400.0,3931.2,4023.46,2400.0,3833.38,4016.15
2320.0,3900.97,4114.39,2320.0,3770.86,4099.93
3880.0,2533.07,5164.88,3880.0,2680.91,5152.19
2440.0,4029.51,4110.79,2520.0,4025.72,4174.08
2400.0,3967.38,4116.05,2440.0,3893.17,4178.12
2360.0,4052.75,4180.74,2440.0,4053.62,4267.89
2440.0,3973.6,4060.82,2560.0,3950.43,4102.19
4560.0,4332.53,4849.52,4680.0,4265.49,4803.01
4960.0,4496.48,3782.6,5000.0,4368.8,3785.26
4960.0,4512.3,3656.23,5000.0,4407.44,3635.92
4880.0,4419.69,3602.91,4880.0,4295.98,3514.88
4480.0,4584.23,4522.37,4520.0,4482.33,4372.68
4560.0,4674.95,4745.2,4600.0,4803.78,4774.95
4560.0,4662.7,4840.3,4640.0,4722.76,4907.65
4560.0,4636.69,4672.76,4560.0,4716.26,4545.62
4760.0,4235.4,4232.52,4760.0,4309.18,4107.34
2840.0,2209.44,4541.44,2960.0,2213.48,4530.45
4680.0,4273.29,4204.71,4640.0,4387.44,4128.25
4760.0,4278.94,4299.14,4760.0,4416.13,4258.36
3360.0,5086.36,2619.75,3360.0,5194.67,2711.65
2040.0,3962.25,2619.45,2120.0,3941.75,2575.07
1960.0,3669.0,2653.41,2040.0,3659.05,2723.2
2000.0,3799.83,2735.71,2040.0,3780.39,2828.13
2000.0,3733.23,2741.44,2000.0,3658.7,2897.62
2040.0,3916.34,2492.83,2040.0,3926.78,2317.18
2000.0,3461.75,3474.32,1960.0,3568.34,3499.42
2000.0,3490.26,3333.57,1920.0,3576.32,3275.34
2120.0,2340.47,4022.93,2160.0,2370.78,3913.99
2680.0,2064.57,4171.02,2760.0,2115.4,4155.4
3560.0,5000.57,3691.39,3640.0,5043.26,3627.89
3120.0,3289.94,4294.51,3160.0,3340.52,4394.4
2840.0,4437.28,4229.49,2880.0,4341.67,4236.32
2840.0,4441.48,4173.66,2840.0,4317.89,4121.48
3120.0,3477.6,4212.45,3120.0,3550.67,4334.03
2440.0,3998.69,3974.08,2520.0,3950.62,3933.16
2520.0,2466.08,3449.52,2640.0,2414.4,3453.33
2960.0,2790.01,3674.44,2920.0,2693.48,3599.39
2840.0,2225.57,4632.95,2880.0,2141.89,4732.2
2880.0,2099.78,5086.47,2880.0,2191.58,5001.94
2480.0,4051.19,4053.41,2560.0,4072.08,4048.24
2960.0,4837.03,4573.53,2960.0,4711.72,4577.59
3120.0,4858.73,4622.09,3120.0,4703.64,4616.5
2880.0,2137.97,5113.71,2960.0,2165.42,5088.8
2880.0,2053.9,5079.93,2920.0,2052.77,5001.34
2840.0,2680.14,4788.13,2920.0,2715.42,4687.78
2680.0,2554.9,4881.39,2680.0,2639.99,5031.57
2720.0,2480.15,4897.55,2720.0,2408.95,5035.62
2840.0,2594.7,4828.74,2880.0,2451.12,4888.8
2840.0,2234.72,4392.71,2840.0,2295.4,4232.34
2840.0,2266.67,4458.13,2920.0,2285.48,4378.86
2280.0,3467.2,4548.28,2200.0,3552.01,4560.98
2280.0,3416.29,4473.48,2200.0,3423.23,4411.38
2280.0,3485.97,4612.91,2240.0,3541.48,4720.35
3240.0,3435.6,4208.71,3280.0,3481.45,4340.39
2920.0,3589.45,4111.85,2920.0,3615.65,4229.8
2840.0,4917.32,4377.37,2840.0,4787.69,4350.14
2760.0,3734.68,3916.32,2720.0,3763.78,4024.11
3000.0,4875.11,4713.54,3000.0,4741.3,4799.74
3520.0,5015.68,3680.16,3520.0,5089.0,3561.63
3480.0,5091.67,3741.71,3480.0,5186.34,3661.76
3560.0,5073.76,3778.82,3600.0,5180.21,3731.91
3320.0,4197.1,3826.9,3360.0,4067.98,3846.54
3320.0,4207.41,3919.88,3360.0,4123.1,4017.75
3440.0,3751.78,3841.79,3400.0,3894.83,3799.04
3240.0,4140.34,3756.12,3240.0,4013.13,3657.99
3520.0,3659.51,3923.0,3600.0,3733.48,3858.37
3480.0,3567.8,3169.34,3440.0,3462.97,3190.31
3360.0,3671.09,3092.9,3280.0,3660.93,3094.38
3320.0,4875.63,4568.0,3320.0,4762.45,4708.42
3440.0,3657.28,3223.54,3440.0,3583.1,3372.55
3360.0,3636.72,3008.34,3320.0,3538.01,3034.35
3240.0,4878.21,4566.08,3240.0,4774.57,4671.56
4800.0,3192.75,2262.47,4800.0,3109.46,2338.29
3960.0,2375.06,5053.31,4040.0,2391.05,5084.36
3960.0,2260.64,4955.78,4040.0,2235.43,5004.2
3640.0,4019.86,2832.56,3640.0,4133.49,2757.57
3640.0,3937.67,2791.96,3640.0,3962.31,2640.61
3960.0,2375.38,4929.95,4000.0,2491.95,4909.99
3120.0,3692.97,2787.7,3080.0,3686.69,2912.9
2840.0,3601.65,2398.33,2760.0,3585.42,2409.17
3160.0,3462.86,2539.53,3160.0,3370.52,2402.86
3040.0,3495.03,2415.57,3040.0,3384.86,2321.05
3000.0,3757.02,2631.99,2920.0,3697.65,2706.06
3080.0,3527.57,2420.02,3120.0,3498.2,2308.98
3120.0,4627.67,3816.44,3040.0,4588.02,3872.38
3120.0,4630.01,3652.28,3080.0,4604.9,3500.88
3880.0,2484.28,4960.43,3880.0,2612.92,4893.43
3120.0,4741.93,3769.52,3000.0,4757.64,3774.73
3120.0,4787.01,3894.74,3040.0,4807.6,3968.18
3120.0,4693.21,3921.26,3120.0,4605.12,4074.53
3120.0,4767.55,3927.59,3120.0,4745.67,4095.78
3080.0,4724.09,3803.51,3040.0,4697.01,3952.56
3120.0,4602.01,3694.33,3000.0,4601.51,3621.84
3280.0,5051.13,2522.47,3200.0,5019.23,2443.51
3120.0,4753.85,3615.86,3080.0,4777.32,3502.72
2640.0,4349.37,4106.01,2640.0,4254.57,4224.82
2080.0,3352.63,3622.93,2080.0,3318.84,3766.23
3760.0,4300.39,5121.77,3760.0,4433.06,5103.48
3920.0,4264.29,5065.62,3920.0,4375.61,5103.12
3960.0,4287.65,4975.89,3960.0,4423.92,5005.28
4040.0,4249.56,5083.29,4040.0,4351.9,5146.9
4080.0,4689.59,5046.64,4040.0,4585.16,5121.06
4080.0,4883.46,5108.46,4000.0,4885.96,5142.39
4040.0,4753.81,5032.15,3960.0,4716.54,5066.8
3160.0,4886.14,4799.02,3160.0,4757.64,4870.42
3160.0,4807.93,4478.83,3160.0,4670.96,4467.99
3280.0,4808.79,4475.56,3320.0,4677.73,4603.33
3320.0,5057.33,2595.58,3240.0,5070.46,2652.58
3320.0,5089.55,2623.52,3280.0,5155.75,2689.86
3400.0,4878.04,2683.58,3400.0,4766.54,2748.12
3480.0,4435.79,3771.33,3520.0,4348.48,3740.41
3560.0,4461.63,4494.31,3560.0,4452.41,4661.94
3320.0,4488.17,4162.82,3320.0,4384.17,4250.04
3360.0,4501.46,3641.73,3360.0,4497.71,3516.42
3360.0,4415.85,3684.33,3360.0,4376.5,3561.57
3040.0,3666.03,4062.5,3040.0,3717.19,4187.41
3520.0,4441.48,4426.22,3520.0,4365.95,4518.56
3600.0,3803.88,4626.18,3600.0,3808.41,4465.43
4160.0,4471.2,4306.52,4080.0,4352.74,4311.99
4280.0,4478.62,4386.61,4280.0,4345.34,4386.68
4800.0,4531.8,3800.93,4800.0,4450.72,3938.82
4760.0,4622.2,3800.08,4760.0,4610.89,3959.96
4880.0,3170.93,2229.32,4880.0,3050.41,2269.41
4520.0,4337.31,4791.79,4600.0,4255.26,4664.87
4520.0,4429.37,4750.84,4560.0,4423.17,4597.39
4520.0,4252.76,4911.45,4520.0,4128.58,4971.38
4520.0,4296.4,4926.25,4600.0,4254.35,4961.67
4960.0,3167.65,2210.95,5000.0,3104.85,2290.57
4960.0,3209.27,2260.95,4960.0,3194.96,2371.92
2320.0,3339.06,3069.73,2280.0,3310.7,2948.25
4760.0,3180.03,2195.6,4720.0,3075.42,2260.59
4760.0,3264.54,2300.46,4760.0,3266.08,2433.84
2800.0,3515.3,4106.84,2800.0,3564.22,4227.86
3000.0,3730.91,4064.42,3000.0,3811.05,4161.75
2480.0,3184.11,3153.04,2520.0,3105.69,3066.98
2240.0,3648.11,3243.88,2240.0,3762.39,3267.95
2160.0,3616.1,3190.17,2160.0,3670.35,3058.25
4520.0,4259.54,4852.27,4600.0,4168.69,4836.23
2840.0,3816.75,3885.73,2840.0,3860.26,4008.25
3040.0,3744.42,4006.7,3040.0,3871.19,4096.55
3240.0,2225.52,4278.87,3160.0,2289.26,4223.98
3240.0,2175.19,4243.82,3160.0,2146.87,4217.52
2920.0,2067.03,3199.88,2880.0,2150.77,3228.94
2920.0,2033.6,3134.28,2840.0,2080.48,3115.86
2960.0,2013.96,3106.89,2960.0,2092.02,3028.21
3000.0,2083.02,3161.78,3000.0,2166.51,3139.76
2880.0,2034.59,3239.9,2800.0,2078.45,3262.05
3040.0,2035.92,3131.08,3080.0,2092.15,3039.7
3000.0,2120.06,3278.44,3000.0,2254.59,3264.34
3800.0,2010.84,3186.46,3800.0,2094.69,3142.09
3960.0,2430.98,5069.93,4000.0,2505.47,5127.83
4680.0,4646.83,3719.02,4680.0,4717.58,3855.38
4800.0,4934.25,3022.65,4800.0,4925.87,3169.82
4800.0,4841.87,3006.74,4800.0,4776.37,3155.62
4680.0,4924.72,2928.44,4680.0,4918.98,3067.65
4720.0,5006.15,2990.04,4720.0,5054.81,3111.44
2880.0,3683.55,2472.82,2800.0,3707.19,2569.51
4280.0,4351.41,3524.73,4280.0,4441.04,3456.45
4640.0,3682.0,2568.34,4600.0,3609.41,2645.2
4520.0,3771.11,2235.31,4480.0,3658.29,2227.81
4520.0,3798.89,2277.42,4480.0,3783.33,2366.12
4640.0,3771.73,2544.88,4560.0,3751.42,2594.55
4640.0,3648.33,2510.76,4520.0,3646.72,2465.52
4560.0,3944.67,2165.97,4560.0,4053.56,2181.36
4520.0,3870.98,2121.71,4440.0,3864.97,2074.15
4640.0,3835.18,2555.23,4560.0,3900.0,2559.37
4720.0,3712.23,2716.33,4720.0,3714.4,2848.45
4640.0,3802.05,2619.4,4600.0,3773.01,2717.41
4520.0,3862.92,2204.28,4400.0,3806.77,2183.56
