pre_z,pre_y,pre_x,post_z,post_y,post_x
4640.0,3928.23,3823.25,4640.0,4001.23,3749.28
4800.0,3805.7,3846.75,4800.0,3976.55,3839.02
4800.0,3877.38,4087.5,4800.0,4012.34,4093.75
4680.0,3839.42,3751.59,4680.0,3894.09,3636.03
3680.0,3748.97,4644.94,3680.0,3815.83,4735.64
3680.0,3777.72,4538.33,3680.0,3951.17,4595.56
3840.0,4266.03,4919.8,3840.0,4115.91,4827.69
2920.0,4547.47,4497.48,2920.0,4521.48,4643.0
2920.0,4674.81,4509.8,2920.0,4737.39,4654.31
3760.0,4296.62,4947.62,3760.0,4145.09,4985.44
2280.0,4016.64,4431.52,2280.0,3920.91,4408.66
2520.0,4532.08,4597.59,2520.0,4376.61,4639.23
2520.0,4515.39,4525.98,2520.0,4387.45,4492.09
2520.0,4542.72,4417.84,2520.0,4433.42,4347.75
4480.0,4052.84,4954.95,4480.0,4181.16,5028.03
4440.0,4088.39,4823.88,4440.0,4218.84,4724.45
4400.0,4191.28,4913.39,4400.0,4347.52,4933.45
4280.0,4273.45,4701.62,4280.0,4395.67,4658.34
4280.0,4303.17,4898.33,4280.0,4451.8,4856.28
4520.0,3883.75,4147.7,4520.0,3976.0,4233.82
4080.0,4397.67,3670.88,4080.0,4379.17,3784.87
4480.0,3849.87,4072.05,4400.0,3916.95,4188.62
2280.0,4017.7,4473.26,2280.0,3908.93,4522.5
4480.0,4068.91,4847.44,4560.0,4150.06,4812.75
4800.0,4293.0,5061.34,4800.0,4486.16,4991.44
4440.0,4043.59,3401.12,4440.0,3867.3,3257.08
4720.0,3169.14,3022.71,4720.0,3233.03,3183.31
4400.0,3932.82,3460.78,4400.0,3749.63,3491.44
4600.0,3975.38,3880.63,4560.0,4055.23,3809.3
4080.0,4262.28,3615.78,4080.0,4226.73,3772.96
4960.0,2818.72,4026.67,4960.0,2909.19,3926.92
2560.0,3746.58,4198.33,2640.0,3761.45,4246.29
3000.0,4858.17,4670.44,2960.0,4873.67,4765.23
3320.0,4170.7,3958.95,3320.0,4216.11,4131.45
3040.0,4069.28,3894.45,3040.0,4100.5,4056.5
2960.0,4198.33,3681.42,2960.0,4075.2,3803.6
2960.0,4125.5,3540.62,2960.0,3967.77,3660.69
2760.0,2963.88,3236.55,2720.0,2871.11,3236.69
2080.0,2373.02,3345.23,2080.0,2241.63,3309.08
2080.0,2397.41,3242.06,2080.0,2278.08,3182.31
2080.0,2464.53,3146.53,2080.0,2380.06,3012.98
2840.0,4529.22,4423.27,2840.0,4603.09,4545.84
2840.0,4641.25,4389.58,2840.0,4726.22,4480.42
3120.0,4737.8,3771.98,3120.0,4885.31,3769.75
3120.0,4595.52,3550.05,3120.0,4673.67,3421.09
3040.0,4341.62,3125.34,3040.0,4468.85,3197.28
2840.0,4820.36,3335.95,2840.0,4767.09,3457.83
2840.0,4722.78,3250.25,2840.0,4621.19,3291.81
4600.0,3574.9,2295.13,4560.0,3453.48,2344.77
2760.0,4846.94,3369.23,2760.0,4830.72,3474.5
2760.0,4777.23,3279.77,2760.0,4667.48,3390.16
4360.0,3843.48,2318.59,4400.0,3849.18,2497.32
2760.0,4706.12,3129.14,2760.0,4553.95,3202.02
2880.0,4693.43,2717.76,2880.0,4560.78,2784.06
2880.0,4639.88,2616.7,2880.0,4523.39,2617.33
2880.0,4810.73,2400.05,2880.0,4779.05,2244.47
2880.0,4705.5,2432.42,2880.0,4653.79,2334.29
2880.0,4678.86,2506.31,2880.0,4555.73,2462.06
3080.0,4702.09,3595.03,3080.0,4819.7,3516.33
2120.0,4259.83,2664.91,2120.0,4381.02,2559.2
2120.0,4106.0,2526.98,2120.0,4242.03,2420.08
2160.0,4338.12,2793.89,2160.0,4492.77,2739.36
4400.0,3997.52,2236.12,4400.0,4123.19,2300.2
4400.0,4103.94,2114.84,4400.0,4221.52,2189.0
4680.0,3534.7,2295.84,4680.0,3418.91,2383.86
4680.0,3493.67,2196.98,4680.0,3366.52,2220.78
4680.0,3462.34,2080.16,4680.0,3346.67,2054.11
4760.0,4834.23,3281.69,4760.0,4751.83,3372.67
4760.0,4736.66,3231.16,4760.0,4658.88,3295.05
4760.0,4702.97,3126.81,4760.0,4525.59,3088.28
4520.0,4827.59,2921.67,4520.0,4663.73,2936.53
1920.0,4468.87,2419.32,2000.0,4512.3,2334.09
2520.0,4746.48,3129.85,2480.0,4687.96,3186.56
2080.0,2364.37,3410.86,2080.0,2240.29,3419.92
3200.0,3999.02,4006.64,3200.0,4061.6,4159.32
2320.0,4986.75,2919.6,2280.0,4973.57,2988.56
2760.0,2958.27,3118.71,2720.0,2863.42,3081.64
2080.0,2388.23,3473.4,2120.0,2299.77,3526.67
4520.0,4743.64,2794.44,4520.0,4609.0,2791.52
4760.0,4106.95,2505.34,4760.0,4234.3,2542.97
4760.0,4155.08,2345.28,4760.0,4269.07,2383.78
4760.0,4181.64,2208.23,4760.0,4344.83,2209.5
4760.0,4172.83,2098.89,4760.0,4290.32,2065.28
4880.0,4181.39,2158.66,4880.0,4352.31,2125.42
4880.0,4201.61,2318.23,4880.0,4319.27,2387.56
4560.0,4856.08,3055.59,4560.0,4653.88,3119.17
4200.0,3446.06,2203.78,4200.0,3447.36,2307.04
4800.0,4251.34,4966.97,4800.0,4316.43,4847.34
2000.0,4169.02,3185.8,2000.0,4291.71,3277.87
4880.0,4174.44,2080.35,4880.0,4297.25,2012.06
4640.0,3108.02,3033.0,4640.0,3207.19,3144.8
4640.0,3286.62,2939.73,4640.0,3351.61,3043.16
4480.0,3080.36,2893.77,4480.0,3157.75,3023.47
4480.0,3225.98,2784.5,4440.0,3331.67,2865.45
4520.0,3205.58,2885.69,4520.0,3275.05,2984.48
4960.0,2728.96,3960.24,4960.0,2794.83,3856.73
4960.0,2777.8,3990.12,4880.0,2804.83,3861.13
4280.0,4308.9,4798.33,4200.0,4495.63,4722.14
2840.0,3832.55,2602.77,2840.0,3701.18,2704.61
2840.0,3704.13,2483.38,2840.0,3551.23,2533.63
2800.0,3662.98,2335.63,2800.0,3472.05,2368.32
2960.0,3729.1,2528.96,2960.0,3548.26,2509.49
2800.0,3959.2,2638.85,2800.0,3957.12,2804.13
2800.0,4022.44,2631.53,2720.0,4026.06,2682.28
2000.0,4501.02,2596.36,2000.0,4703.18,2452.83
3000.0,2802.45,3620.18,3000.0,2796.77,3479.72
2000.0,4567.16,2696.97,2000.0,4750.78,2632.34
2160.0,4269.38,2906.81,2200.0,4401.83,2941.47
2200.0,4073.98,2888.07,2280.0,4073.98,2888.07
2200.0,4116.3,2990.11,2280.0,4131.55,3002.11
2640.0,4746.81,3195.49,2600.0,4633.06,3214.13
2160.0,3957.61,2800.72,2160.0,3818.2,2817.78
2840.0,4650.61,2937.82,2840.0,4492.14,2974.81
2160.0,3941.92,2739.57,2240.0,3855.12,2711.86
2160.0,4042.81,2608.29,2200.0,4076.59,2430.04
2160.0,4173.73,2996.32,2200.0,4298.48,3049.13
2920.0,4925.55,3343.2,2920.0,4964.8,3513.06
2160.0,4315.52,2964.18,2160.0,4426.92,3063.89
3280.0,4255.86,3929.79,3280.0,4330.53,4108.79
4880.0,3839.66,4013.67,5000.0,3851.29,4016.23
2800.0,2787.16,3519.29,2720.0,2787.99,3383.45
4720.0,3962.53,4228.51,4720.0,3993.34,4345.89
2280.0,3452.69,3614.1,2360.0,3477.65,3579.8
2800.0,2867.4,3540.53,2800.0,2899.42,3422.43
2760.0,3072.97,3302.54,2720.0,2997.11,3375.83
2640.0,4901.19,3284.72,2640.0,4959.95,3429.92
2480.0,4862.11,3074.86,2480.0,4812.25,3248.62
2640.0,4991.33,3265.76,2640.0,5073.72,3361.9
2640.0,4836.63,3296.31,2640.0,4811.11,3444.2
3080.0,4557.38,3435.66,3040.0,4613.7,3326.58
2840.0,4659.64,2496.07,2840.0,4470.89,2430.88
2840.0,4988.02,3348.48,2840.0,5028.61,3448.26
2960.0,4687.67,3587.9,2880.0,4751.28,3503.59
3120.0,3947.85,3963.15,3040.0,3956.22,4089.07
2960.0,4320.95,3771.14,2960.0,4215.16,3891.54
3200.0,3771.25,3943.04,3200.0,3659.55,4086.39
3080.0,4164.85,3850.37,3040.0,4216.03,3949.15
3120.0,3833.45,3936.37,3120.0,3746.54,4110.51
3000.0,4776.48,3024.74,3000.0,4632.46,3021.71
2960.0,4414.34,3903.1,2960.0,4283.87,4006.26
2560.0,4585.93,4534.96,2600.0,4507.65,4490.95
3000.0,4698.01,4624.08,3000.0,4697.38,4788.98
4760.0,4203.34,4991.21,4680.0,4188.74,4921.18
4760.0,4244.05,5063.19,4680.0,4330.88,5053.08
4840.0,3868.14,4160.55,4920.0,3989.73,4227.7
4520.0,3859.11,4179.0,4520.0,3865.89,4302.73
4000.0,2559.05,3482.25,3920.0,2559.05,3482.25
2200.0,3475.45,3555.82,2200.0,3591.89,3452.33
2200.0,3552.03,3677.97,2200.0,3701.29,3632.52
2240.0,3808.04,4076.16,2200.0,3937.92,4041.24
2280.0,3536.07,3776.81,2360.0,3619.04,3785.59
2280.0,3824.8,4178.43,2200.0,3920.8,4200.87
2320.0,2914.21,4256.11,2280.0,3005.05,4174.97
2880.0,4650.49,4336.64,2800.0,4681.63,4273.08
2520.0,4641.84,4446.69,2560.0,4684.54,4285.42
4400.0,4005.44,3333.98,4320.0,3904.03,3184.17
2040.0,3251.66,5101.28,2040.0,3121.24,5101.25
2200.0,3358.83,3492.32,2200.0,3434.45,3358.38
2120.0,3492.38,3508.31,2040.0,3566.06,3402.83
2920.0,4773.91,2502.0,2960.0,4724.86,2404.83
2120.0,3259.01,3436.93,2120.0,3252.44,3300.41
2720.0,2321.97,2802.22,2720.0,2383.23,2936.22
2680.0,2245.41,2824.97,2680.0,2277.26,2925.8
4920.0,3455.58,2924.72,4920.0,3555.16,2991.48
4000.0,3620.44,2636.66,3920.0,3722.75,2593.62
4000.0,2459.47,3365.19,3920.0,2459.47,3365.19
4880.0,3328.09,2970.98,4960.0,3407.12,3100.71
4000.0,2443.11,3293.16,3920.0,2399.22,3241.77
4000.0,2603.95,3410.44,3960.0,2707.84,3395.81
4000.0,2550.87,3225.63,4000.0,2668.73,3159.03
4480.0,2102.55,3807.56,4360.0,2067.47,3862.53
4120.0,3675.53,2659.97,4160.0,3791.86,2649.64
4880.0,3168.72,3054.87,4920.0,3199.92,3192.31
3000.0,4273.71,3128.12,2920.0,4297.67,3164.11
2240.0,3797.23,4344.24,2240.0,3856.5,4483.49
3080.0,4443.28,3039.23,3080.0,4597.91,3081.28
4440.0,4116.96,4902.76,4480.0,4243.65,4905.56
3600.0,3707.95,4462.65,3520.0,3659.54,4457.47
2280.0,4906.48,2820.78,2200.0,4890.96,2848.65
3600.0,3781.61,4458.22,3520.0,3838.45,4440.15
2320.0,5047.02,2900.77,2240.0,5042.39,2917.88
3720.0,4267.03,4924.16,3640.0,4182.79,4941.12
3720.0,4281.1,4971.21,3640.0,4258.95,4994.69
2160.0,3977.68,2627.93,2240.0,3833.13,2574.38
3320.0,2314.52,5082.05,3240.0,2301.42,4906.72
2040.0,2418.27,3441.4,2040.0,2426.38,3570.19
2040.0,2380.0,3450.33,2040.0,2317.34,3533.95
3480.0,2304.32,5078.35,3480.0,2249.7,4976.14
3480.0,2247.19,5099.16,3480.0,2150.47,5059.82
3480.0,2274.49,5079.33,3560.0,2236.17,5006.76
3480.0,2342.15,5080.24,3480.0,2397.14,4988.38
2720.0,3567.76,3993.13,2800.0,3497.12,4030.06
4200.0,3332.86,2178.96,4200.0,3316.83,2304.99
4320.0,3304.01,2142.7,4320.0,3252.85,2255.81
4120.0,3221.64,2151.92,4120.0,3151.55,2322.19
4200.0,3220.58,2147.29,4200.0,3141.49,2235.78
4320.0,2970.04,2572.24,4320.0,3110.66,2448.78
4440.0,3205.2,2571.4,4440.0,3359.47,2469.74
4560.0,2996.74,2113.31,4480.0,3049.65,2064.75
4800.0,4836.17,3295.24,4880.0,4802.38,3393.3
4840.0,4712.13,3205.04,4920.0,4642.27,3255.45
2280.0,3370.36,3506.21,2280.0,3374.56,3369.89
2160.0,4085.4,2600.34,2240.0,4115.17,2557.54
2160.0,4302.46,2853.78,2240.0,4272.74,2862.51
4760.0,3481.6,2125.73,4760.0,3330.5,2119.3
2960.0,5015.09,3334.08,2960.0,5089.02,3451.36
3000.0,4911.05,3340.34,3000.0,4889.97,3462.97
3080.0,4932.73,3294.09,3120.0,4884.08,3404.58
3040.0,4812.35,3193.01,3040.0,4695.62,3205.0
